1 ----> uni0001	
37962 ----> uni944A	鑊
37963 ----> uni944B	鑋
37964 ----> uni944C	鑌
37967 ----> uni944F	鑏
37968 ----> uni9450	鑐
37969 ----> uni9451	鑑
37970 ----> uni9452	鑒
37973 ----> uni9455	鑕
37975 ----> uni9457	鑗
37979 ----> uni945B	鑛
37981 ----> uni945D	鑝
37982 ----> uni945E	鑞
37984 ----> uni9460	鑠
37986 ----> uni9462	鑢
37987 ----> uni9463	鑣
37988 ----> uni9464	鑤
37992 ----> uni9468	鑨
37993 ----> uni9469	鑩
37994 ----> uni946A	鑪
37995 ----> uni946B	鑫
37997 ----> uni946D	鑭
37998 ----> uni946E	鑮
37999 ----> uni946F	鑯
38000 ----> uni9470	鑰
38001 ----> uni9471	鑱
38002 ----> uni9472	鑲
38003 ----> uni9473	鑳
38004 ----> uni9474	鑴
38005 ----> uni9475	鑵
38006 ----> uni9476	鑶
38007 ----> uni9477	鑷
38008 ----> uni9478	鑸
38012 ----> uni947C	鑼
38013 ----> uni947D	鑽
38014 ----> uni947E	鑾
38015 ----> uni947F	鑿
38016 ----> uni9480	钀
38017 ----> uni9481	钁
38018 ----> uni9482	钂
38019 ----> uni9483	钃
38263 ----> uni9577	長
38266 ----> uni957A	镺
38267 ----> uni957B	镻
38268 ----> uni957C	镼
38269 ----> uni957D	镽
38272 ----> uni9580	門
38274 ----> uni9582	閂
38275 ----> uni9583	閃
38278 ----> uni9586	閆
38280 ----> uni9588	閈
38281 ----> uni9589	閉
38283 ----> uni958B	開
38284 ----> uni958C	閌
38285 ----> uni958D	閍
38286 ----> uni958E	閎
38287 ----> uni958F	閏
38288 ----> uni9590	閐
38289 ----> uni9591	閑
38290 ----> uni9592	閒
38291 ----> uni9593	間
38292 ----> uni9594	閔
38295 ----> uni9597	閗
38296 ----> uni9598	閘
38299 ----> uni959B	閛
38300 ----> uni959C	閜
38302 ----> uni959E	閞
38303 ----> uni959F	閟
38305 ----> uni95A1	閡
38307 ----> uni95A3	閣
38308 ----> uni95A4	閤
38309 ----> uni95A5	閥
38311 ----> uni95A7	閧
38312 ----> uni95A8	閨
38313 ----> uni95A9	閩
38315 ----> uni95AB	閫
38316 ----> uni95AC	閬
38317 ----> uni95AD	閭
38318 ----> uni95AE	閮
38320 ----> uni95B0	閰
38321 ----> uni95B1	閱
38325 ----> uni95B5	閵
38326 ----> uni95B6	閶
38327 ----> uni95B7	閷
38329 ----> uni95B9	閹
38330 ----> uni95BA	閺
38331 ----> uni95BB	閻
38332 ----> uni95BC	閼
38333 ----> uni95BD	閽
38334 ----> uni95BE	閾
38335 ----> uni95BF	閿
38336 ----> uni95C0	闀
38339 ----> uni95C3	闃
38341 ----> uni95C5	闅
38342 ----> uni95C6	闆
38343 ----> uni95C7	闇
38344 ----> uni95C8	闈
38345 ----> uni95C9	闉
38346 ----> uni95CA	闊
38347 ----> uni95CB	闋
38348 ----> uni95CC	闌
38349 ----> uni95CD	闍
38352 ----> uni95D0	闐
38353 ----> uni95D1	闑
38354 ----> uni95D2	闒
38355 ----> uni95D3	闓
38356 ----> uni95D4	闔
38357 ----> uni95D5	闕
38358 ----> uni95D6	闖
38362 ----> uni95DA	闚
38363 ----> uni95DB	闛
38364 ----> uni95DC	關
38366 ----> uni95DE	闞
38367 ----> uni95DF	闟
38368 ----> uni95E0	闠
38369 ----> uni95E1	闡
38370 ----> uni95E2	闢
38371 ----> uni95E3	闣
38372 ----> uni95E4	闤
38373 ----> uni95E5	闥
38428 ----> uni961C	阜
38430 ----> uni961E	阞
38432 ----> uni9620	阠
38433 ----> uni9621	阡
38434 ----> uni9622	阢
38435 ----> uni9623	阣
38436 ----> uni9624	阤
38440 ----> uni9628	阨
38442 ----> uni962A	阪
38444 ----> uni962C	阬
38445 ----> uni962D	阭
38446 ----> uni962E	阮
38447 ----> uni962F	阯
38448 ----> uni9630	阰
38449 ----> uni9631	阱
38450 ----> uni9632	防
38456 ----> uni9638	阸
38457 ----> uni9639	阹
38458 ----> uni963A	阺
38459 ----> uni963B	阻
38460 ----> uni963C	阼
38461 ----> uni963D	阽
38463 ----> uni963F	阿
38464 ----> uni9640	陀
38465 ----> uni9641	陁
38466 ----> uni9642	陂
38467 ----> uni9643	陃
38468 ----> uni9644	附
38474 ----> uni964A	陊
38475 ----> uni964B	陋
38476 ----> uni964C	陌
38477 ----> uni964D	降
38478 ----> uni964E	陎
38479 ----> uni964F	陏
38480 ----> uni9650	限
38481 ----> uni9651	陑
38483 ----> uni9653	陓
38484 ----> uni9654	陔
38488 ----> uni9658	陘
38491 ----> uni965B	陛
38492 ----> uni965C	陜
38493 ----> uni965D	陝
38494 ----> uni965E	陞
38495 ----> uni965F	陟
38497 ----> uni9661	陡
38498 ----> uni9662	院
38499 ----> uni9663	陣
38500 ----> uni9664	除
38506 ----> uni966A	陪
38507 ----> uni966B	陫
38508 ----> uni966C	陬
38509 ----> uni966D	陭
38511 ----> uni966F	陯
38512 ----> uni9670	陰
38513 ----> uni9671	陱
38514 ----> uni9672	陲
38515 ----> uni9673	陳
38516 ----> uni9674	陴
38517 ----> uni9675	陵
38518 ----> uni9676	陶
38519 ----> uni9677	陷
38520 ----> uni9678	陸
38524 ----> uni967C	陼
38525 ----> uni967D	陽
38526 ----> uni967E	陾
38528 ----> uni9680	隀
38529 ----> uni9681	隁
38531 ----> uni9683	隃
38532 ----> uni9684	隄
38533 ----> uni9685	隅
38534 ----> uni9686	隆
38535 ----> uni9687	隇
38536 ----> uni9688	隈
38537 ----> uni9689	隉
38538 ----> uni968A	隊
38539 ----> uni968B	隋
38541 ----> uni968D	隍
38542 ----> uni968E	階
38545 ----> uni9691	隑
38546 ----> uni9692	隒
38547 ----> uni9693	隓
38548 ----> uni9694	隔
38549 ----> uni9695	隕
38550 ----> uni9696	隖
38551 ----> uni9697	隗
38552 ----> uni9698	隘
38553 ----> uni9699	隙
38555 ----> uni969B	際
38556 ----> uni969C	障
38558 ----> uni969E	隞
38561 ----> uni96A1	隡
38562 ----> uni96A2	隢
38563 ----> uni96A3	隣
38564 ----> uni96A4	隤
38567 ----> uni96A7	隧
38568 ----> uni96A8	隨
38569 ----> uni96A9	隩
38570 ----> uni96AA	險
38572 ----> uni96AC	隬
38574 ----> uni96AE	隮
38576 ----> uni96B0	隰
38577 ----> uni96B1	隱
38579 ----> uni96B3	隳
38580 ----> uni96B4	隴
38584 ----> uni96B8	隸
38585 ----> uni96B9	隹
38587 ----> uni96BB	隻
38588 ----> uni96BC	隼
38591 ----> uni96BF	隿
38592 ----> uni96C0	雀
38593 ----> uni96C1	雁
38594 ----> uni96C2	雂
38595 ----> uni96C3	雃
38596 ----> uni96C4	雄
38597 ----> uni96C5	雅
38598 ----> uni96C6	集
38599 ----> uni96C7	雇
38600 ----> uni96C8	雈
38601 ----> uni96C9	雉
38602 ----> uni96CA	雊
38603 ----> uni96CB	雋
38604 ----> uni96CC	雌
38605 ----> uni96CD	雍
38606 ----> uni96CE	雎
38610 ----> uni96D2	雒
38611 ----> uni96D3	雓
38612 ----> uni96D4	雔
38613 ----> uni96D5	雕
38614 ----> uni96D6	雖
38615 ----> uni96D7	雗
38616 ----> uni96D8	雘
38617 ----> uni96D9	雙
38618 ----> uni96DA	雚
38619 ----> uni96DB	雛
38620 ----> uni96DC	雜
38621 ----> uni96DD	雝
38622 ----> uni96DE	雞
38623 ----> uni96DF	雟
38625 ----> uni96E1	雡
38626 ----> uni96E2	離
38627 ----> uni96E3	難
38629 ----> uni96E5	雥
38632 ----> uni96E8	雨
38633 ----> uni96E9	雩
38634 ----> uni96EA	雪
38639 ----> uni96EF	雯
38640 ----> uni96F0	雰
38641 ----> uni96F1	雱
38642 ----> uni96F2	雲
38645 ----> uni96F5	雵
38646 ----> uni96F6	零
38647 ----> uni96F7	雷
38648 ----> uni96F8	雸
38649 ----> uni96F9	雹
38650 ----> uni96FA	雺
38651 ----> uni96FB	電
38653 ----> uni96FD	雽
38655 ----> uni96FF	雿
38656 ----> uni9700	需
38658 ----> uni9702	霂
38659 ----> uni9703	霃
38660 ----> uni9704	霄
38661 ----> uni9705	霅
38662 ----> uni9706	霆
38663 ----> uni9707	震
38664 ----> uni9708	霈
38665 ----> uni9709	霉
38667 ----> uni970B	霋
38669 ----> uni970D	霍
38670 ----> uni970E	霎
38671 ----> uni970F	霏
38672 ----> uni9710	霐
38673 ----> uni9711	霑
38674 ----> uni9712	霒
38675 ----> uni9713	霓
38678 ----> uni9716	霖
38680 ----> uni9718	霘
38681 ----> uni9719	霙
38684 ----> uni971C	霜
38685 ----> uni971D	霝
38686 ----> uni971E	霞
38687 ----> uni971F	霟
38688 ----> uni9720	霠
38689 ----> uni9721	霡
38690 ----> uni9722	霢
38691 ----> uni9723	霣
38692 ----> uni9724	霤
38693 ----> uni9725	霥
38694 ----> uni9726	霦
38695 ----> uni9727	霧
38696 ----> uni9728	霨
38697 ----> uni9729	霩
38698 ----> uni972A	霪
38699 ----> uni972B	霫
38700 ----> uni972C	霬
38702 ----> uni972E	霮
38703 ----> uni972F	霯
38704 ----> uni9730	霰
38705 ----> uni9731	霱
38706 ----> uni9732	露
38709 ----> uni9735	霵
38712 ----> uni9738	霸
38713 ----> uni9739	霹
38714 ----> uni973A	霺
38717 ----> uni973D	霽
38718 ----> uni973E	霾
38719 ----> uni973F	霿
38722 ----> uni9742	靂
38723 ----> uni9743	靃
38724 ----> uni9744	靄
38726 ----> uni9746	靆
38727 ----> uni9747	靇
38728 ----> uni9748	靈
38729 ----> uni9749	靉
38731 ----> uni974B	靋
38738 ----> uni9752	青
38742 ----> uni9756	靖
38744 ----> uni9758	靘
38746 ----> uni975A	靚
38747 ----> uni975B	靛
38748 ----> uni975C	靜
38750 ----> uni975E	非
38751 ----> uni975F	靟
38752 ----> uni9760	靠
38753 ----> uni9761	靡
38754 ----> uni9762	面
38758 ----> uni9766	靦
38760 ----> uni9768	靨
38761 ----> uni9769	革
38762 ----> uni976A	靪
38764 ----> uni976C	靬
38765 ----> uni976D	靭
38766 ----> uni976E	靮
38768 ----> uni9770	靰
38770 ----> uni9772	靲
38771 ----> uni9773	靳
38772 ----> uni9774	靴
38774 ----> uni9776	靶
38775 ----> uni9777	靷
38776 ----> uni9778	靸
38778 ----> uni977A	靺
38779 ----> uni977B	靻
38780 ----> uni977C	靼
38781 ----> uni977D	靽
38782 ----> uni977E	靾
38783 ----> uni977F	靿
38784 ----> uni9780	鞀
38785 ----> uni9781	鞁
38786 ----> uni9782	鞂
38787 ----> uni9783	鞃
38788 ----> uni9784	鞄
38789 ----> uni9785	鞅
38792 ----> uni9788	鞈
38794 ----> uni978A	鞊
38795 ----> uni978B	鞋
38797 ----> uni978D	鞍
38798 ----> uni978E	鞎
38799 ----> uni978F	鞏
38804 ----> uni9794	鞔
38807 ----> uni9797	鞗
38808 ----> uni9798	鞘
38809 ----> uni9799	鞙
38810 ----> uni979A	鞚
38812 ----> uni979C	鞜
38813 ----> uni979D	鞝
38814 ----> uni979E	鞞
38815 ----> uni979F	鞟
38816 ----> uni97A0	鞠
38817 ----> uni97A1	鞡
38818 ----> uni97A2	鞢
38819 ----> uni97A3	鞣
38820 ----> uni97A4	鞤
38821 ----> uni97A5	鞥
38822 ----> uni97A6	鞦
38824 ----> uni97A8	鞨
38826 ----> uni97AA	鞪
38827 ----> uni97AB	鞫
38828 ----> uni97AC	鞬
38829 ----> uni97AD	鞭
38830 ----> uni97AE	鞮
38835 ----> uni97B3	鞳
38836 ----> uni97B4	鞴
38838 ----> uni97B6	鞶
38839 ----> uni97B7	鞷
38840 ----> uni97B8	鞸
38841 ----> uni97B9	鞹
38842 ----> uni97BA	鞺
38843 ----> uni97BB	鞻
38846 ----> uni97BE	鞾
38847 ----> uni97BF	鞿
38849 ----> uni97C1	韁
38851 ----> uni97C3	韃
38852 ----> uni97C4	韄
38853 ----> uni97C5	韅
38854 ----> uni97C6	韆
38855 ----> uni97C7	韇
38856 ----> uni97C8	韈
38857 ----> uni97C9	韉
38859 ----> uni97CB	韋
38860 ----> uni97CC	韌
38861 ----> uni97CD	韍
38862 ----> uni97CE	韎
38863 ----> uni97CF	韏
38864 ----> uni97D0	韐
38867 ----> uni97D3	韓
38868 ----> uni97D4	韔
38869 ----> uni97D5	韕
38870 ----> uni97D6	韖
38871 ----> uni97D7	韗
38872 ----> uni97D8	韘
38873 ----> uni97D9	韙
38876 ----> uni97DC	韜
38877 ----> uni97DD	韝
38878 ----> uni97DE	韞
38879 ----> uni97DF	韟
38881 ----> uni97E1	韡
38883 ----> uni97E3	韣
38885 ----> uni97E5	韥
38893 ----> uni97ED	韭
38894 ----> uni97EE	韮
38896 ----> uni97F0	韰
38897 ----> uni97F1	韱
38899 ----> uni97F3	音
38901 ----> uni97F5	韵
38902 ----> uni97F6	韶
38904 ----> uni97F8	韸
38905 ----> uni97F9	韹
38906 ----> uni97FA	韺
38907 ----> uni97FB	韻
38909 ----> uni97FD	韽
38910 ----> uni97FE	韾
38911 ----> uni97FF	響
38912 ----> uni9800	頀
38913 ----> uni9801	頁
38914 ----> uni9802	頂
38915 ----> uni9803	頃
38916 ----> uni9804	頄
38917 ----> uni32A0	項
38918 ----> uni9806	順
38919 ----> uni9807	頇
38920 ----> uni9808	須
38922 ----> uni980A	頊
38924 ----> uni980C	頌
38925 ----> uni980D	頍
38926 ----> uni980E	頎
38927 ----> uni980F	頏
38928 ----> uni9810	預
38929 ----> uni9811	頑
38930 ----> uni9812	頒
38931 ----> uni9813	頓
38934 ----> uni9816	頖
38935 ----> uni9817	頗
38936 ----> uni9818	領
38939 ----> uni981B	頛
38940 ----> uni981C	頜
38941 ----> uni981D	頝
38942 ----> uni981E	頞
38943 ----> uni981F	頟
38944 ----> uni9820	頠
38945 ----> uni9821	頡
38948 ----> uni9824	頤
38950 ----> uni9826	頦
38951 ----> uni9827	頧
38952 ----> uni9828	頨
38953 ----> uni9829	頩
38955 ----> uni982B	頫
38957 ----> uni982D	頭
38958 ----> uni982E	頮
38959 ----> uni982F	頯
38960 ----> uni9830	頰
38962 ----> uni9832	頲
38965 ----> uni9835	頵
38967 ----> uni9837	頷
38968 ----> uni9838	頸
38969 ----> uni9839	頹
38971 ----> uni983B	頻
38977 ----> uni9841	顁
38979 ----> uni9843	顃
38980 ----> uni9844	顄
38981 ----> uni9845	顅
38982 ----> uni9846	顆
38983 ----> uni9847	顇
38984 ----> uni9848	顈
38985 ----> uni9849	顉
38986 ----> uni984A	顊
38987 ----> uni984B	顋
38988 ----> uni984C	題
38989 ----> uni984D	額
38990 ----> uni984E	顎
38991 ----> uni984F	顏
38992 ----> uni9850	顐
38993 ----> uni9851	顑
38994 ----> uni9852	顒
38995 ----> uni9853	顓
38999 ----> uni9857	顗
39000 ----> uni9858	願
39001 ----> uni9859	顙
39003 ----> uni985B	顛
39004 ----> uni985C	顜
39005 ----> uni985D	顝
39006 ----> uni985E	類
39007 ----> uni985F	顟
39008 ----> uni9860	顠
39010 ----> uni9862	顢
39011 ----> uni9863	顣
39012 ----> uni9864	顤
39013 ----> uni9865	顥
39014 ----> uni9866	顦
39015 ----> uni9867	顧
39017 ----> uni9869	顩
39018 ----> uni986A	顪
39019 ----> uni986B	顫
39020 ----> uni986C	顬
39023 ----> uni986F	顯
39024 ----> uni9870	顰
39025 ----> uni9871	顱
39026 ----> uni9872	顲
39027 ----> uni9873	顳
39028 ----> uni9874	顴
39080 ----> uni98A8	風
39081 ----> uni98A9	颩
39084 ----> uni98AC	颬
39085 ----> uni98AD	颭
39086 ----> uni98AE	颮
39087 ----> uni98AF	颯
39089 ----> uni98B1	颱
39090 ----> uni98B2	颲
39091 ----> uni98B3	颳
39092 ----> uni98B4	颴
39094 ----> uni98B6	颶
39096 ----> uni98B8	颸
39098 ----> uni98BA	颺
39099 ----> uni98BB	颻
39100 ----> uni98BC	颼
39101 ----> uni98BD	颽
39102 ----> uni98BE	颾
39103 ----> uni98BF	颿
39104 ----> uni98C0	飀
39105 ----> uni98C1	飁
39106 ----> uni98C2	飂
39108 ----> uni98C4	飄
39110 ----> uni98C6	飆
39112 ----> uni98C8	飈
39113 ----> uni98C9	飉
39115 ----> uni98CB	飋
39116 ----> uni98CC	飌
39131 ----> uni98DB	飛
39132 ----> uni98DC	飜
39135 ----> uni98DF	食
39138 ----> uni98E2	飢
39139 ----> uni98E3	飣
39141 ----> uni98E5	飥
39142 ----> uni98E6	飦
39143 ----> uni98E7	飧
39145 ----> uni98E9	飩
39146 ----> uni98EA	飪
39147 ----> uni98EB	飫
39149 ----> uni98ED	飭
39151 ----> uni98EF	飯
39154 ----> uni98F2	飲
39156 ----> uni98F4	飴
39158 ----> uni98F6	飶
39161 ----> uni98F9	飹
39162 ----> uni98FA	飺
39164 ----> uni98FC	飼
39165 ----> uni98FD	飽
39166 ----> uni98FE	飾
39168 ----> uni9900	餀
39170 ----> uni9902	餂
39171 ----> uni9903	餃
39173 ----> uni9905	餅
39175 ----> uni9907	餇
39176 ----> uni9908	餈
39177 ----> uni9909	餉
39178 ----> uni990A	養
39180 ----> uni990C	餌
39184 ----> uni9910	餐
39185 ----> uni9911	餑
39186 ----> uni9912	餒
39187 ----> uni9913	餓
39188 ----> uni9914	餔
39189 ----> uni9915	餕
39190 ----> uni9916	餖
39191 ----> uni9917	餗
39192 ----> uni9918	餘
39194 ----> uni991A	餚
39195 ----> uni991B	餛
39198 ----> uni991E	餞
39199 ----> uni991F	餟
39201 ----> uni9921	餡
39204 ----> uni9924	餤
39205 ----> uni9925	餥
39207 ----> uni9927	餧
39208 ----> uni9928	館
39209 ----> uni9929	餩
39210 ----> uni992A	餪
39211 ----> uni992B	餫
39212 ----> uni992C	餬
39213 ----> uni992D	餭
39214 ----> uni992E	餮
39215 ----> uni992F	餯
39216 ----> uni9930	餰
39217 ----> uni9931	餱
39218 ----> uni9932	餲
39219 ----> uni9933	餳
39221 ----> uni9935	餵
39224 ----> uni9938	餸
39225 ----> uni9939	餹
39226 ----> uni993A	餺
39227 ----> uni993B	餻
39228 ----> uni993C	餼
39229 ----> uni993D	餽
39230 ----> uni993E	餾
39231 ----> uni993F	餿
39232 ----> uni9940	饀
39233 ----> uni9941	饁
39235 ----> uni9943	饃
39237 ----> uni9945	饅
39239 ----> uni9947	饇
39240 ----> uni9948	饈
39241 ----> uni9949	饉
39242 ----> uni994A	饊
39243 ----> uni994B	饋
39244 ----> uni994C	饌
39245 ----> uni994D	饍
39246 ----> uni994E	饎
39248 ----> uni9950	饐
39249 ----> uni9951	饑
39250 ----> uni9952	饒
39251 ----> uni9953	饓
39252 ----> uni9954	饔
39253 ----> uni9955	饕
39254 ----> uni9956	饖
39255 ----> uni9957	饗
39256 ----> uni9958	饘
39257 ----> uni9959	饙
39259 ----> uni995B	饛
39260 ----> uni995C	饜
39262 ----> uni995E	饞
39263 ----> uni995F	饟
39265 ----> uni9961	饡
39318 ----> uni9996	首
39319 ----> uni9997	馗
39320 ----> uni9998	馘
39321 ----> uni9999	香
39324 ----> uni999C	馜
39325 ----> uni999D	馝
39326 ----> uni999E	馞
39329 ----> uni99A1	馡
39331 ----> uni99A3	馣
39333 ----> uni99A5	馥
39334 ----> uni99A6	馦
39335 ----> uni99A7	馧
39336 ----> uni99A8	馨
39339 ----> uni99AB	馫
39340 ----> uni99AC	馬
39341 ----> uni99AD	馭
39342 ----> uni99AE	馮
39343 ----> uni99AF	馯
39344 ----> uni99B0	馰
39345 ----> uni99B1	馱
39346 ----> uni99B2	馲
39347 ----> uni99B3	馳
39348 ----> uni99B4	馴
39349 ----> uni99B5	馵
39353 ----> uni99B9	馹
39354 ----> uni99BA	馺
39355 ----> uni99BB	馻
39357 ----> uni99BD	馽
39361 ----> uni99C1	駁
39362 ----> uni99C2	駂
39363 ----> uni99C3	駃
39364 ----> uni99C4	駄
39367 ----> uni99C7	駇
39369 ----> uni99C9	駉
39371 ----> uni99CB	駋
39372 ----> uni99CC	駌
39373 ----> uni99CD	駍
39374 ----> uni99CE	駎
39375 ----> uni99CF	駏
39376 ----> uni99D0	駐
39377 ----> uni99D1	駑
39378 ----> uni99D2	駒
39379 ----> uni99D3	駓
39380 ----> uni99D4	駔
39381 ----> uni99D5	駕
39382 ----> uni99D6	駖
39383 ----> uni99D7	駗
39384 ----> uni99D8	駘
39385 ----> uni99D9	駙
39386 ----> uni99DA	駚
39387 ----> uni99DB	駛
39388 ----> uni99DC	駜
39389 ----> uni99DD	駝
39391 ----> uni99DF	駟
39394 ----> uni99E2	駢
39395 ----> uni99E3	駣
39396 ----> uni99E4	駤
39397 ----> uni99E5	駥
39399 ----> uni99E7	駧
39401 ----> uni99E9	駩
39402 ----> uni99EA	駪
39404 ----> uni99EC	駬
39405 ----> uni99ED	駭
39406 ----> uni99EE	駮
39408 ----> uni99F0	駰
39409 ----> uni99F1	駱
39412 ----> uni99F4	駴
39414 ----> uni99F6	駶
39415 ----> uni99F7	駷
39416 ----> uni99F8	駸
39417 ----> uni99F9	駹
39418 ----> uni99FA	駺
39419 ----> uni99FB	駻
39420 ----> uni99FC	駼
39421 ----> uni99FD	駽
39422 ----> uni99FE	駾
39423 ----> uni99FF	駿
39425 ----> uni9A01	騁
39426 ----> uni9A02	騂
39427 ----> uni9A03	騃
39428 ----> uni9A04	騄
39429 ----> uni9A05	騅
39430 ----> uni9A06	騆
39431 ----> uni9A07	騇
39433 ----> uni9A09	騉
39434 ----> uni9A0A	騊
39435 ----> uni9A0B	騋
39436 ----> uni9A0C	騌
39437 ----> uni9A0D	騍
39438 ----> uni9A0E	騎
39439 ----> uni9A0F	騏
39440 ----> uni9A10	騐
39441 ----> uni9A11	騑
39444 ----> uni9A14	騔
39445 ----> uni9A15	騕
39446 ----> uni9A16	騖
39449 ----> uni9A19	騙
39450 ----> uni9A1A	騚
39451 ----> uni9A1B	騛
39452 ----> uni9A1C	騜
39453 ----> uni9A1D	騝
39454 ----> uni9A1E	騞
39456 ----> uni9A20	騠
39458 ----> uni9A22	騢
39459 ----> uni9A23	騣
39460 ----> uni9A24	騤
39461 ----> uni9A25	騥
39463 ----> uni9A27	騧
39465 ----> uni9A29	騩
39466 ----> uni9A2A	騪
39467 ----> uni9A2B	騫
39468 ----> uni9A2C	騬
39469 ----> uni9A2D	騭
39470 ----> uni9A2E	騮
39472 ----> uni9A30	騰
39473 ----> uni9A31	騱
39474 ----> uni9A32	騲
39476 ----> uni9A34	騴
39477 ----> uni9A35	騵
39478 ----> uni9A36	騶
39479 ----> uni9A37	騷
39480 ----> uni9A38	騸
39481 ----> uni9A39	騹
39482 ----> uni9A3A	騺
39485 ----> uni9A3D	騽
39486 ----> uni9A3E	騾
39487 ----> uni9A3F	騿
39488 ----> uni9A40	驀
39489 ----> uni9A41	驁
39490 ----> uni9A42	驂
39491 ----> uni9A43	驃
39492 ----> uni9A44	驄
39493 ----> uni9A45	驅
39494 ----> uni9A46	驆
39496 ----> uni9A48	驈
39497 ----> uni9A49	驉
39498 ----> uni9A4A	驊
39500 ----> uni9A4C	驌
39501 ----> uni9A4D	驍
39502 ----> uni9A4E	驎
39503 ----> uni9A4F	驏
39504 ----> uni9A50	驐
39506 ----> uni9A52	驒
39507 ----> uni9A53	驓
39508 ----> uni9A54	驔
39509 ----> uni9A55	驕
39510 ----> uni9A56	驖
39511 ----> uni9A57	驗
39513 ----> uni9A59	驙
39514 ----> uni9A5A	驚
39515 ----> uni9A5B	驛
39518 ----> uni9A5E	驞
39519 ----> uni9A5F	驟
39520 ----> uni9A60	驠
39522 ----> uni9A62	驢
39524 ----> uni9A64	驤
39525 ----> uni9A65	驥
39526 ----> uni9A66	驦
39527 ----> uni9A67	驧
39528 ----> uni9A68	驨
39529 ----> uni9A69	驩
39530 ----> uni9A6A	驪
39531 ----> uni9A6B	驫
39592 ----> uni9AA8	骨
39595 ----> uni9AAB	骫
39597 ----> uni9AAD	骭
39599 ----> uni9AAF	骯
39600 ----> uni9AB0	骰
39601 ----> uni9AB1	骱
39603 ----> uni9AB3	骳
39604 ----> uni9AB4	骴
39607 ----> uni9AB7	骷
39608 ----> uni9AB8	骸
39609 ----> uni9AB9	骹
39610 ----> uni9ABA	骺
39611 ----> uni9ABB	骻
39612 ----> uni9ABC	骼
39613 ----> uni9ABD	骽
39614 ----> uni9ABE	骾
39615 ----> uni9ABF	骿
39616 ----> uni9AC0	髀
39617 ----> uni9AC1	髁
39618 ----> uni9AC2	髂
39622 ----> uni9AC6	髆
39623 ----> uni9AC7	髇
39626 ----> uni9ACA	髊
39629 ----> uni9ACD	髍
39631 ----> uni9ACF	髏
39632 ----> uni9AD0	髐
39633 ----> uni9AD1	髑
39634 ----> uni9AD2	髒
39635 ----> uni9AD3	髓
39636 ----> uni9AD4	體
39637 ----> uni9AD5	髕
39638 ----> uni9AD6	髖
39639 ----> uni9AD7	髗
39640 ----> uni9AD8	高
39644 ----> uni9ADC	髜
39647 ----> uni9ADF	髟
39649 ----> uni9AE1	髡
39650 ----> uni9AE2	髢
39651 ----> uni9AE3	髣
39654 ----> uni9AE6	髦
39655 ----> uni9AE7	髧
39659 ----> uni9AEB	髫
39660 ----> uni9AEC	髬
39661 ----> uni9AED	髭
39662 ----> uni9AEE	髮
39663 ----> uni9AEF	髯
39665 ----> uni9AF1	髱
39666 ----> uni9AF2	髲
39667 ----> uni9AF3	髳
39668 ----> uni9AF4	髴
39670 ----> uni9AF6	髶
39671 ----> uni9AF7	髷
39673 ----> uni9AF9	髹
39674 ----> uni9AFA	髺
39675 ----> uni9AFB	髻
39676 ----> uni9AFC	髼
39677 ----> uni9AFD	髽
39678 ----> uni9AFE	髾
39679 ----> uni9AFF	髿
39681 ----> uni9B01	鬁
39682 ----> uni9B02	鬂
39683 ----> uni9B03	鬃
39684 ----> uni9B04	鬄
39685 ----> uni9B05	鬅
39686 ----> uni9B06	鬆
39688 ----> uni9B08	鬈
39689 ----> uni9B09	鬉
39690 ----> uni9B0A	鬊
39691 ----> uni9B0B	鬋
39692 ----> uni9B0C	鬌
39693 ----> uni9B0D	鬍
39694 ----> uni9B0E	鬎
39696 ----> uni9B10	鬐
39697 ----> uni9B11	鬑
39698 ----> uni9B12	鬒
39701 ----> uni9B15	鬕
39702 ----> uni9B16	鬖
39703 ----> uni9B17	鬗
39704 ----> uni9B18	鬘
39705 ----> uni9B19	鬙
39706 ----> uni9B1A	鬚
39710 ----> uni9B1E	鬞
39711 ----> uni9B1F	鬟
39712 ----> uni9B20	鬠
39714 ----> uni9B22	鬢
39715 ----> uni9B23	鬣
39716 ----> uni9B24	鬤
39717 ----> uni9B25	鬥
39719 ----> uni9B27	鬧
39720 ----> uni9B28	鬨
39721 ----> uni9B29	鬩
39722 ----> uni9B2A	鬪
39723 ----> uni9B2B	鬫
39725 ----> uni9B2D	鬭
39726 ----> uni9B2E	鬮
39727 ----> uni9B2F	鬯
39729 ----> uni9B31	鬱
39730 ----> uni9B32	鬲
39731 ----> uni9B33	鬳
39733 ----> uni9B35	鬵
39735 ----> uni9B37	鬷
39738 ----> uni9B3A	鬺
39739 ----> uni9B3B	鬻
39740 ----> uni9B3C	鬼
39742 ----> uni9B3E	鬾
39743 ----> uni9B3F	鬿
39745 ----> uni9B41	魁
39746 ----> uni9B42	魂
39747 ----> uni9B43	魃
39748 ----> uni9B44	魄
39749 ----> uni9B45	魅
39750 ----> uni9B46	魆
39752 ----> uni9B48	魈
39754 ----> uni9B4A	魊
39755 ----> uni9B4B	魋
39756 ----> uni9B4C	魌
39757 ----> uni9B4D	魍
39758 ----> uni9B4E	魎
39759 ----> uni9B4F	魏
39761 ----> uni9B51	魑
39762 ----> uni9B52	魒
39764 ----> uni9B54	魔
39765 ----> uni9B55	魕
39766 ----> uni9B56	魖
39768 ----> uni9B58	魘
